,All people,England,Northern Ireland,Scotland,Wales,Republic of Ireland,Other EU: Member countries in March 2001 (1),Other EU: Accession countries April 2001 to March 2011,Other countries
S00089543,80,5,0,67,0,0,2,3,3
S00089544,102,3,0,67,0,0,1,21,10
S00089545,62,2,0,56,1,0,0,2,1
S00089546,107,12,0,77,0,0,2,12,4
S00089547,143,12,1,123,0,0,2,1,4
S00089548,161,14,2,107,0,0,3,16,19
S00089549,98,5,1,78,1,0,0,3,10
S00089550,101,2,0,87,0,0,1,3,8
S00089551,76,3,0,67,0,0,0,5,1
S00089552,77,5,0,24,0,0,3,21,24
S00089553,101,6,5,79,1,1,1,5,3
S00089554,69,1,0,47,0,0,3,15,3
S00089555,141,9,1,106,0,0,1,11,13
S00089556,80,4,0,66,0,0,4,0,6
S00089557,138,11,0,82,0,1,5,18,21
S00089558,125,10,0,96,0,0,0,5,14
S00089559,154,8,1,124,0,0,1,10,10
S00089560,78,8,0,53,0,2,3,4,8
S00089561,101,6,1,74,0,2,2,6,10
S00089562,111,8,0,85,0,0,0,8,10
S00089563,76,6,0,59,0,2,1,4,4
S00089564,98,10,0,74,0,1,1,4,8
S00089565,147,16,2,117,0,1,1,0,10
S00089566,140,7,1,101,2,0,6,6,17
S00089567,174,8,0,93,0,0,5,56,12
S00089568,177,19,1,111,0,0,5,27,14
S00089569,111,8,2,72,0,0,1,24,4
S00089570,137,4,1,80,1,1,4,22,24
S00089571,150,9,1,103,0,1,6,8,22
S00089572,76,2,2,67,0,0,4,0,1
S00089573,103,4,0,84,1,0,2,6,6
S00089574,80,7,1,43,0,0,3,7,19
S00089575,72,5,0,55,0,0,0,0,12
S00089576,126,12,1,91,0,0,0,0,22
S00089577,89,8,0,63,0,0,2,12,4
S00089578,109,7,1,65,1,1,5,17,12
S00089579,88,11,0,55,1,0,3,11,7
S00089580,109,6,0,51,1,0,0,44,7
S00089581,89,4,0,40,0,0,1,38,6
S00089582,120,3,0,37,0,0,2,71,7
S00089583,134,5,1,94,1,0,0,23,10
S00089584,66,4,0,51,0,0,2,7,2
S00089585,131,10,0,109,0,0,1,3,8
S00089586,108,2,0,56,0,0,4,31,15
S00089587,69,4,2,48,0,0,1,4,10
S00089588,88,5,0,78,2,0,0,3,0
S00089589,87,1,0,83,0,0,0,0,3
S00089590,107,12,1,84,0,0,3,0,7
S00089591,120,5,0,72,0,0,4,24,15
S00089592,95,3,0,63,1,0,1,21,6
S00089593,120,3,0,96,0,0,2,10,9
S00089594,82,10,0,35,0,0,0,37,0
S00089595,143,7,0,112,0,1,0,9,14
S00089596,100,7,0,75,0,0,5,13,0
S00089597,128,4,0,92,1,0,0,25,6
S00089598,58,2,0,30,1,0,3,12,10
S00089599,130,12,1,56,2,1,2,32,24
S00089600,53,3,0,29,0,0,1,12,8
S00089601,71,3,0,47,1,0,1,12,7
S00089602,123,6,0,85,0,1,0,25,6
S00089603,91,7,2,58,0,1,3,8,12
S00089604,75,0,2,64,0,0,1,0,8
S00089605,139,13,1,89,0,3,2,23,8
S00089606,125,8,0,81,0,0,2,20,14
S00089607,148,16,0,62,0,0,13,21,36
S00089608,61,0,0,58,0,0,0,2,1
S00089609,105,4,2,48,0,0,3,30,18
S00089610,134,12,0,98,1,0,8,6,9
S00089611,85,4,0,73,0,0,0,5,3
S00089612,93,5,0,52,0,0,2,29,5
S00089613,62,4,1,45,1,0,4,0,7
S00089614,175,10,2,89,0,0,7,56,11
S00089615,122,14,1,77,0,0,1,21,8
S00089616,125,9,1,63,0,0,2,39,11
S00089617,156,4,1,68,0,0,0,79,4
S00089618,118,5,1,57,0,0,3,44,8
S00089619,132,9,0,54,0,0,4,57,8
S00089620,153,10,1,72,0,0,0,64,6
S00089621,51,0,1,49,0,0,0,0,1
S00089622,84,7,1,61,0,1,7,2,5
S00089623,104,6,0,86,0,0,1,9,2
S00089624,75,6,2,51,0,0,1,0,15
S00089625,112,21,3,57,0,4,2,4,21
S00089626,157,27,4,94,1,7,10,3,11
S00089627,70,7,1,39,1,1,3,8,10
S00089628,112,15,0,62,0,2,4,19,10
S00089629,169,23,3,81,0,0,1,22,39
S00089630,107,5,1,58,0,1,0,11,31
S00089631,115,9,3,68,0,1,8,14,12
S00089632,111,9,2,63,0,0,2,23,12
S00089633,409,54,8,196,1,5,35,8,102
S00089634,105,13,1,71,2,1,1,4,12
S00089635,60,5,1,29,0,2,3,11,9
S00089636,124,11,0,88,1,0,4,6,14
S00089637,60,1,1,33,2,0,5,7,11
S00089638,101,14,4,51,2,2,3,7,18
S00089639,94,13,1,51,0,2,7,2,18
S00089640,122,19,0,78,2,1,7,2,13
S00089641,61,5,3,38,0,2,2,2,9
S00089642,68,2,1,27,1,1,4,11,21
S00089643,132,22,0,73,2,2,7,13,13
S00089644,181,13,1,97,2,1,7,34,26
S00089645,160,11,0,93,0,2,3,31,20
S00089646,131,13,0,91,0,0,3,4,20
S00089647,148,21,4,75,0,3,11,11,23
S00089648,66,12,1,37,0,0,4,3,9
S00089649,107,10,2,71,0,1,2,9,12
S00089650,134,21,7,74,1,3,9,9,10
S00089651,400,51,6,169,2,5,61,18,88
S00089652,145,17,3,89,0,1,7,10,18
S00089653,114,12,2,51,0,1,8,12,28
S00089654,103,12,2,57,0,2,8,2,20
S00089655,84,14,2,48,0,1,4,1,14
S00089656,85,10,0,21,0,2,12,13,27
S00089657,73,5,2,56,0,2,0,0,8
S00089658,121,16,1,67,0,1,3,14,19
S00089659,218,25,4,125,1,9,14,18,22
S00089660,129,23,0,59,0,1,9,17,20
S00089661,126,14,0,64,0,1,6,17,24
S00089662,95,12,0,62,0,2,3,6,10
S00089663,117,12,1,60,0,2,5,13,24
S00089664,68,10,2,46,0,0,1,5,4
S00089665,102,13,1,71,0,0,2,6,9
S00089666,90,14,2,45,1,5,5,9,9
S00089667,60,5,0,43,0,1,1,1,9
S00089668,89,3,3,68,0,0,1,6,8
S00089669,134,9,3,70,2,0,5,19,26
S00089670,74,10,2,31,0,6,2,2,21
S00089671,316,68,8,142,3,9,34,10,42
S00089672,116,8,0,100,2,0,0,0,6
S00089673,100,4,0,86,2,0,0,2,6
S00089674,138,15,2,87,0,0,4,9,21
S00089675,136,11,1,75,0,1,2,14,32
S00089676,70,10,0,44,0,0,1,4,11
S00089677,120,11,1,63,3,3,2,23,14
S00089678,69,10,1,31,0,0,0,10,17
S00089679,138,14,0,73,0,1,6,17,27
S00089680,118,14,3,64,0,1,7,3,26
S00089681,145,19,3,86,1,1,3,11,21
S00089682,64,10,0,24,1,3,6,7,13
S00089683,78,8,0,61,0,0,4,3,2
S00089684,77,9,1,56,0,1,3,0,7
S00089685,120,6,2,63,0,3,7,8,31
S00089686,63,13,3,41,0,0,1,2,3
S00089687,80,17,0,28,0,0,5,2,28
S00089688,99,7,4,62,0,0,1,9,16
S00089689,58,8,0,44,0,0,0,4,2
S00089690,151,10,5,109,0,3,9,6,9
S00089691,135,16,1,105,0,1,0,0,12
S00089692,59,7,2,44,0,1,1,2,2
S00089693,65,6,4,45,0,0,0,2,8
S00089694,116,10,8,52,3,0,17,5,21
S00089695,118,15,2,80,1,0,5,2,13
S00089696,138,15,1,96,0,1,5,0,20
S00089697,86,4,0,60,0,0,3,2,17
S00089698,103,7,4,79,3,0,1,0,9
S00089699,74,7,0,54,0,0,1,1,11
S00089700,120,11,2,87,1,0,1,5,13
S00089701,85,8,0,65,0,2,5,3,2
S00089702,73,2,0,41,0,1,6,14,9
S00089703,145,14,1,104,0,2,12,0,12
S00089704,115,18,0,77,0,0,6,0,14
S00089705,112,9,1,98,0,0,0,1,3
S00089706,136,16,2,90,0,0,9,0,19
S00089707,97,7,0,85,0,0,0,0,5
S00089708,57,2,0,51,0,0,1,0,3
S00089709,93,8,0,78,0,0,0,0,7
S00089710,132,8,0,103,0,0,1,0,20
S00089711,139,10,1,118,1,0,2,0,7
S00089712,113,7,3,88,0,0,3,1,11
S00089713,105,8,0,91,0,0,1,0,5
S00089714,154,25,0,107,0,6,2,2,12
S00089715,103,17,0,76,0,0,2,1,7
S00089716,128,9,1,113,0,0,2,0,3
S00089717,128,11,2,101,0,0,1,0,13
S00089718,168,20,1,123,0,0,5,0,19
S00089719,189,24,1,140,1,0,1,2,20
S00089720,167,21,0,118,0,0,15,1,12
S00089721,179,23,0,94,0,2,6,3,51
S00089722,95,10,0,63,0,2,4,2,14
S00089723,58,5,1,33,0,0,4,0,15
S00089724,86,6,1,60,1,1,0,2,15
S00089725,96,14,1,65,0,0,5,1,10
S00089726,121,15,3,76,0,0,5,5,17
S00089727,100,18,2,69,0,1,0,0,10
S00089728,92,4,3,71,0,0,4,0,10
S00089729,148,16,0,105,2,6,5,2,12
S00089730,78,6,1,57,0,0,2,1,11
S00089731,113,24,1,77,0,2,4,0,5
S00089732,158,21,2,115,1,3,3,0,13
S00089733,100,12,0,69,0,1,1,3,14
S00089734,94,12,0,70,1,1,4,1,5
S00089735,75,9,1,50,0,0,3,1,11
S00089736,84,11,1,47,0,0,10,6,9
S00089737,86,12,1,54,0,1,4,0,14
S00089738,71,5,0,55,0,0,1,4,6
S00089739,91,7,0,84,0,0,0,0,0
S00089740,124,22,1,82,0,0,7,0,12
S00089741,109,11,1,79,1,0,9,0,8
S00089742,172,15,1,123,1,0,20,0,12
S00089743,164,32,0,108,1,1,5,0,17
S00089744,81,16,0,62,0,0,2,0,1
S00089745,130,13,0,92,0,0,14,2,9
S00089746,121,17,2,77,0,0,3,0,22
S00089747,100,18,0,64,1,1,3,2,11
S00089748,115,14,2,87,1,0,1,0,10
S00089749,62,6,0,46,0,0,3,0,7
S00089750,103,14,1,47,0,0,14,0,27
S00089751,110,13,0,72,0,3,16,0,6
S00089752,108,8,0,81,0,3,10,1,5
S00089753,136,13,0,96,0,2,15,0,10
S00089754,124,13,0,85,0,0,9,0,17
S00089755,65,9,0,50,0,0,2,0,4
S00089756,77,12,0,52,0,0,2,3,8
S00089757,122,17,0,71,0,0,4,2,28
S00089758,112,12,1,70,1,0,5,8,15
S00089759,172,19,1,121,0,0,5,2,24
S00089760,80,8,1,50,1,0,3,0,17
S00089761,59,7,2,44,0,0,1,0,5
S00089762,119,9,0,69,0,6,3,3,29
S00089763,108,15,1,83,2,0,3,0,4
S00089764,131,14,0,103,2,0,2,0,10
S00089765,141,16,3,95,2,2,8,0,15
S00089766,104,13,1,62,1,3,2,9,13
S00089767,64,7,0,42,0,2,2,1,10
S00089768,62,5,1,41,0,2,5,0,8
S00089769,57,10,0,40,0,0,1,2,4
S00089770,102,12,0,60,0,0,13,0,17
S00089771,94,13,0,49,1,0,8,6,17
S00089772,93,8,1,60,1,1,3,1,18
S00089773,108,11,3,57,2,1,7,10,17
S00089774,82,9,1,38,2,3,4,1,24
S00089775,73,3,2,54,1,0,2,0,11
S00089776,94,8,1,61,2,1,2,12,7
S00089777,91,4,0,49,1,1,7,12,17
S00089778,139,11,0,100,3,4,4,1,16
S00089779,92,11,0,65,0,1,5,3,7
S00089780,70,9,1,38,1,1,1,6,13
S00089781,89,8,0,66,0,0,3,3,9
S00089782,71,5,0,52,0,1,4,0,9
S00089783,79,2,1,74,0,1,0,1,0
S00089784,59,5,0,35,1,0,0,10,8
S00089785,153,12,1,75,0,0,3,19,43
S00089786,102,8,0,70,1,0,0,5,18
S00089787,81,16,2,46,1,1,5,2,8
S00089788,68,5,1,47,1,2,1,3,8
S00089789,115,14,0,64,2,1,3,8,23
S00089790,282,22,1,156,2,34,23,7,37
S00089791,66,3,0,45,0,1,1,8,8
S00089792,73,6,1,51,0,2,3,3,7
S00089793,77,10,0,52,0,0,3,1,11
S00089794,71,10,0,46,0,0,3,3,9
S00089795,152,16,4,96,0,1,2,3,30
S00089796,121,10,1,76,0,1,4,7,22
S00089797,90,16,1,56,0,2,2,0,13
S00089798,97,4,0,64,0,1,5,6,17
S00089799,141,19,1,104,0,3,4,0,10
S00089800,107,15,1,59,0,3,5,8,16
S00089801,83,5,0,73,1,0,0,4,0
S00089802,182,3,1,155,0,0,5,6,12
S00089803,83,4,0,77,0,0,0,0,2
S00089804,124,4,0,117,0,0,0,3,0
S00089805,73,0,0,71,0,0,0,0,2
S00089806,113,4,0,106,0,0,0,2,1
S00089807,81,1,0,72,0,1,1,3,3
S00089808,82,3,0,79,0,0,0,0,0
S00089809,92,2,1,80,0,1,0,2,6
S00089810,66,3,0,60,1,0,0,0,2
S00089811,77,2,0,64,1,0,1,1,8
S00089812,98,1,0,96,0,1,0,0,0
S00089813,168,7,0,144,1,4,3,5,4
S00089814,69,3,0,58,0,0,0,0,8
S00089815,94,5,0,81,0,1,2,0,5
S00089816,124,3,0,94,0,1,0,14,12
S00089817,124,3,1,102,1,1,1,3,12
S00089818,93,4,1,69,0,1,2,7,9
S00089819,174,13,0,135,0,1,0,4,21
S00089820,124,6,0,101,0,0,0,10,7
S00089821,114,4,0,109,0,0,0,0,1
S00089822,105,3,0,88,0,0,0,0,14
S00089823,104,6,2,85,0,1,2,1,7
S00089824,166,8,1,150,0,1,3,0,3
S00089825,147,5,1,134,0,0,1,2,4
S00089826,114,8,0,87,0,0,3,4,12
S00089827,126,4,0,119,1,0,0,0,2
S00089828,73,2,0,70,0,0,0,0,1
S00089829,93,5,2,80,0,0,0,0,6
S00089830,124,1,0,109,0,0,0,5,9
S00089831,114,5,0,108,0,0,1,0,0
S00089832,87,6,0,79,0,0,0,0,2
S00089833,145,6,0,135,0,0,0,2,2
S00089834,92,5,0,85,1,0,0,0,1
S00089835,90,2,0,84,0,0,0,0,4
S00089836,166,3,0,143,0,0,0,6,14
S00089837,154,5,0,142,1,0,0,5,1
S00089838,142,2,0,134,1,0,0,1,4
S00089839,87,1,0,81,2,0,0,0,3
S00089840,85,3,0,76,0,0,0,3,3
S00089841,131,8,1,97,0,0,2,8,15
S00089842,82,4,1,75,1,0,1,0,0
S00089843,141,4,0,124,0,0,0,9,4
S00089844,113,10,0,97,0,0,0,3,3
S00089845,137,7,0,123,0,0,1,0,6
S00089846,86,3,0,74,0,0,0,2,7
S00089847,82,2,0,75,1,0,1,0,3
S00089848,123,7,0,105,0,0,1,4,6
S00089849,134,5,0,118,1,0,0,4,6
S00089850,149,5,1,134,0,1,2,5,1
S00089851,82,1,0,77,0,0,0,2,2
S00089852,97,1,1,94,0,0,0,0,1
S00089853,130,2,0,119,0,0,0,8,1
S00089854,95,1,0,94,0,0,0,0,0
S00089855,132,4,0,113,0,0,6,5,4
S00089856,152,4,0,144,0,0,1,0,3
S00089857,116,1,1,102,0,0,0,3,9
S00089858,87,3,0,73,0,2,0,0,9
S00089859,116,5,0,90,0,0,3,3,15
S00089860,102,3,1,64,0,1,1,8,24
S00089861,85,0,0,72,0,0,0,5,8
S00089862,121,5,0,93,0,0,1,5,17
S00089863,158,12,1,106,2,5,7,0,25
S00089864,170,6,1,139,0,1,2,6,15
S00089865,137,3,1,95,0,0,3,14,21
S00089866,81,3,0,68,0,0,0,6,4
S00089867,116,6,0,94,0,0,0,0,16
S00089868,60,3,0,53,0,0,0,2,2
S00089869,159,7,1,101,0,1,1,3,45
S00089870,127,6,1,102,0,0,3,0,15
S00089871,126,3,0,102,0,0,2,2,17
S00089872,147,5,0,117,0,0,1,10,14
S00089873,180,4,0,137,0,1,2,0,36
S00089874,130,8,0,87,0,1,7,6,21
S00089875,133,5,0,104,0,0,0,2,22
S00089876,109,2,0,103,0,0,0,2,2
S00089877,106,3,0,101,0,0,1,0,1
S00089878,93,1,0,82,0,0,0,4,6
S00089879,131,9,1,91,0,0,0,4,26
S00089880,151,13,2,132,0,1,1,0,2
S00089881,170,10,0,102,0,0,6,16,36
S00089882,113,13,0,92,0,0,2,0,6
S00089883,91,3,1,81,0,0,1,0,5
S00089884,111,19,0,69,2,0,6,1,14
S00089885,120,6,2,94,3,1,2,8,4
S00089886,98,7,0,83,0,0,0,7,1
S00089887,100,8,0,59,0,2,4,15,12
S00089888,75,6,1,49,3,0,2,11,3
S00089889,58,7,0,48,0,0,1,1,1
S00089890,111,8,3,56,0,2,8,3,31
S00089891,236,23,2,180,0,3,8,6,14
S00089892,130,16,3,69,1,0,4,9,28
S00089893,128,8,1,108,0,1,0,4,6
S00089894,148,14,4,88,0,1,10,5,26
S00089895,82,11,2,50,0,0,3,5,11
S00089896,81,3,0,63,0,1,0,1,13
S00089897,109,4,0,85,0,1,1,0,18
S00089898,129,4,1,93,0,1,0,3,27
S00089899,116,6,0,109,0,0,0,0,1
S00089900,101,6,0,90,0,0,0,0,5
S00089901,93,10,0,74,1,0,2,0,6
S00089902,157,14,1,137,1,2,1,0,1
S00089903,136,7,1,113,0,3,0,1,11
S00089904,99,10,0,80,2,0,1,3,3
S00089905,104,4,0,96,0,0,0,0,4
S00089906,93,2,0,82,0,0,0,2,7
S00089907,109,2,1,91,0,1,0,1,13
S00089908,116,5,0,103,1,0,0,0,7
S00089909,57,1,0,54,0,0,1,0,1
S00089910,116,5,0,96,0,0,0,0,15
S00089911,159,7,1,140,0,0,0,0,11
S00089912,112,9,0,97,0,0,2,4,0
S00089913,85,8,0,70,0,0,2,0,5
S00089914,83,8,0,69,0,0,2,1,3
S00089915,96,6,0,79,0,0,1,0,10
S00089916,113,4,1,103,0,1,0,0,4
S00089917,110,4,0,90,0,0,1,8,7
S00089918,98,6,1,62,0,0,2,1,26
S00089919,100,13,0,77,0,0,0,0,10
S00089920,126,9,1,109,0,1,0,4,2
S00089921,94,6,0,81,0,1,0,0,6
S00089922,87,6,0,75,0,0,0,0,6
S00089923,99,7,0,78,0,0,0,1,13
S00089924,85,7,0,67,0,0,1,0,10
S00089925,93,2,0,83,0,0,1,3,4
S00089926,120,3,1,114,0,0,0,1,1
S00089927,98,1,2,92,0,0,0,0,3
S00089928,142,9,0,117,1,0,0,0,15
S00089929,132,7,0,104,0,0,0,6,15
S00089930,81,5,0,64,0,0,0,5,7
S00089931,101,2,1,80,0,0,0,4,14
S00089932,114,4,1,90,0,0,0,0,19
S00089933,86,3,0,79,0,0,1,0,3
S00089934,93,4,1,85,0,0,0,3,0
S00089935,128,7,0,118,0,0,0,0,3
S00089936,69,0,0,68,0,0,0,0,1
S00089937,82,3,0,69,1,0,1,2,6
S00089938,114,10,1,86,0,0,1,4,12
S00089939,136,4,0,120,0,0,3,5,4
S00089940,104,9,0,88,0,0,1,3,3
S00089941,116,4,0,92,0,0,0,3,17
S00089942,65,5,1,51,1,0,0,2,5
S00089943,97,1,0,87,0,0,0,3,6
S00089944,58,8,0,48,0,0,1,0,1
S00089945,170,12,0,113,0,1,1,12,31
S00089946,113,1,1,83,0,0,2,2,24
S00089947,101,5,0,79,0,0,1,5,11
S00089948,145,7,1,90,2,0,3,6,36
S00089949,115,4,0,101,1,0,0,0,9
S00089950,108,4,1,96,0,0,1,0,6
S00089951,97,5,1,83,1,0,4,0,3
S00089952,125,4,0,112,0,1,1,0,7
S00089953,64,0,0,59,0,0,0,0,5
S00089954,132,10,0,119,0,0,2,0,1
S00089955,173,9,0,157,0,0,0,0,7
S00089956,55,3,0,52,0,0,0,0,0
S00089957,107,7,4,88,0,2,0,2,4
S00089958,102,1,1,95,0,0,0,0,5
S00089959,114,6,1,102,1,0,0,0,4
S00089960,86,4,1,77,0,0,0,2,2
S00089961,84,1,0,81,0,0,0,2,0
S00089962,73,9,0,62,1,0,0,0,1
S00089963,91,4,0,86,0,0,1,0,0
S00089964,87,2,0,84,0,0,1,0,0
S00089965,162,8,0,130,1,0,0,7,16
S00089966,165,9,0,130,0,0,3,0,23
S00089967,115,4,0,105,0,0,0,0,6
S00089968,92,5,0,77,0,0,0,4,6
S00089969,97,5,1,77,1,0,1,0,12
S00089970,93,1,0,83,0,0,0,0,9
S00089971,171,8,0,139,0,0,0,0,24
S00089972,110,4,1,102,0,0,1,0,2
S00089973,108,5,0,93,0,0,0,4,6
S00089974,100,2,0,87,0,0,0,3,8
S00089975,121,3,0,110,0,1,1,0,6
S00089976,107,3,0,97,2,0,1,1,3
S00089977,103,5,0,85,0,0,1,2,10
S00089978,131,13,0,116,1,0,0,0,1
S00089979,104,5,2,94,0,0,0,0,3
S00089980,104,1,0,102,0,1,0,0,0
S00089981,56,0,0,55,0,0,0,0,1
S00089982,94,5,0,81,0,0,0,5,3
S00089983,79,2,3,69,0,0,0,5,0
S00089984,104,4,0,89,0,1,0,5,5
S00089985,114,2,0,104,1,0,1,4,2
S00089986,80,2,1,72,0,0,0,4,1
S00089987,88,1,0,79,0,0,2,0,6
S00089988,113,0,1,102,0,0,1,3,6
S00089989,106,2,0,96,0,0,0,5,3
S00089990,91,0,1,79,0,0,0,11,0
S00089991,105,3,0,96,0,0,2,0,4
S00089992,135,5,4,116,1,0,0,1,8
S00089993,107,10,1,83,1,4,1,0,7
S00089994,107,12,1,67,2,5,4,0,16
S00089995,98,16,2,57,1,0,10,0,12
S00089996,58,11,0,39,0,1,2,0,5
S00089997,136,11,1,104,0,0,4,0,16
S00089998,155,13,1,112,0,1,7,0,21
S00089999,110,16,3,85,2,2,0,0,2
S00090000,105,8,0,87,1,0,3,1,5
S00090001,85,3,0,69,0,0,5,0,8
S00090002,161,4,0,146,0,0,0,2,9
S00090003,130,7,0,114,0,2,1,4,2
S00090004,83,4,0,68,0,0,0,0,11
S00090005,56,5,0,42,0,1,3,4,1
S00090006,99,4,0,93,0,0,0,0,2
S00090007,204,12,0,180,0,0,0,3,9
S00090008,79,3,0,75,0,0,0,1,0
S00090009,108,4,0,93,0,0,1,3,7
S00090010,103,1,0,95,0,0,0,6,1
S00090011,115,1,0,110,0,0,0,0,4
S00090012,138,11,1,125,0,0,0,0,1
S00090013,106,4,0,102,0,0,0,0,0
S00090014,136,9,2,106,0,0,0,10,9
S00090015,106,7,0,88,1,0,2,4,4
S00090016,100,3,1,85,0,0,2,0,9
S00090017,128,0,0,111,0,0,0,0,17
S00090018,136,6,0,119,0,1,0,0,10
S00090019,54,0,0,44,0,0,1,4,5
S00090020,53,1,0,50,0,0,0,0,2
S00090021,117,3,0,109,0,1,0,4,0
S00090022,114,5,0,104,0,0,1,0,4
S00090023,73,2,0,67,0,0,0,2,2
S00090024,137,4,0,132,0,0,0,0,1
S00090025,158,13,1,120,0,0,2,17,5
S00090026,69,1,0,66,0,0,0,2,0
S00090027,145,5,0,123,0,0,2,7,8
S00090028,141,6,1,112,0,0,0,7,15
S00090029,117,7,1,101,0,0,0,5,3
S00090030,102,8,0,89,0,0,1,2,2
S00090031,184,6,1,161,0,2,3,1,10
S00090032,122,0,0,101,0,0,1,9,11
S00090033,161,7,0,142,0,0,0,0,12
S00090034,128,5,0,120,0,1,0,2,0
S00090035,93,5,1,80,1,0,0,0,6
S00090036,156,7,1,130,0,0,1,13,4
S00090037,126,2,0,119,0,0,1,0,4
S00090038,105,5,0,87,0,0,0,8,5
S00090039,141,4,1,115,1,1,0,4,15
S00090040,171,12,0,148,1,0,0,5,5
S00090041,69,2,0,55,0,0,2,5,5
S00090042,118,6,0,102,0,0,0,3,7
S00090043,143,5,0,112,0,0,0,22,4
S00090044,155,4,0,115,0,3,2,26,5
S00090045,201,8,0,156,0,0,2,31,4
S00090046,54,0,0,45,0,1,0,7,1
S00090047,102,4,0,52,0,1,2,43,0
S00090048,130,3,0,82,2,0,0,43,0
S00090049,157,9,0,88,2,0,2,53,3
S00090050,110,2,0,63,0,0,0,45,0
S00090051,151,3,0,134,0,0,2,5,7
S00090052,131,3,0,109,0,0,1,11,7
S00090053,121,4,0,94,1,0,0,14,8
S00090054,188,13,0,155,2,0,1,10,7
S00090055,175,7,0,162,0,0,3,3,0
S00090056,99,1,0,51,0,1,1,40,5
S00090057,104,0,0,94,0,0,1,6,3
S00090058,56,1,0,55,0,0,0,0,0
S00090059,149,7,0,132,0,1,2,6,1
S00090060,119,5,0,96,0,0,0,7,11
S00090061,125,5,1,106,0,0,1,8,4
S00090062,84,1,1,72,0,0,1,4,5
S00090063,106,4,0,85,0,0,1,10,6
S00090064,171,10,1,131,0,0,1,10,18
S00090065,62,0,1,42,0,0,1,18,0
S00090066,81,4,0,58,0,0,0,19,0
S00090067,101,11,1,82,0,0,1,0,6
S00090068,108,7,1,87,0,0,3,0,10
S00090069,154,4,0,120,0,0,1,9,20
S00090070,214,7,0,196,1,0,1,0,9
S00090071,117,6,0,102,1,2,0,0,6
S00090072,130,8,0,110,1,0,0,2,9
S00090073,130,7,0,115,0,0,0,5,3
S00090074,121,10,0,107,1,0,1,0,2
S00090075,133,7,0,124,0,0,0,1,1
S00090076,142,5,0,129,0,0,0,2,6
S00090077,114,0,0,107,0,0,0,0,7
S00090078,155,5,0,148,0,0,0,0,2
S00090079,142,12,0,125,0,0,0,0,5
S00090080,100,6,1,89,0,1,0,3,0
S00090081,118,5,0,103,2,0,2,4,2
S00090082,80,3,0,70,0,0,2,1,4
S00090083,111,3,0,108,0,0,0,0,0
S00090084,148,7,0,124,0,0,1,10,6
S00090085,132,5,4,115,0,0,2,2,4
S00090086,140,15,1,120,1,0,0,0,3
S00090087,107,8,0,94,0,0,0,2,3
S00090088,99,4,1,85,1,0,1,2,5
S00090089,109,6,0,91,1,0,1,0,10
S00090090,63,2,0,57,0,0,0,0,4
S00090091,163,6,0,144,0,0,2,2,9
S00090092,69,8,0,55,0,0,0,0,6
S00090093,55,2,1,50,0,0,0,0,2
S00090094,142,5,0,131,0,0,0,0,6
S00090095,142,7,0,131,0,0,2,0,2
S00090096,103,9,0,77,0,0,0,16,1
S00090097,73,2,0,66,0,0,1,0,4
S00090098,89,5,1,79,0,0,0,0,4
S00090099,189,7,3,168,1,2,1,0,7
S00090100,131,5,0,123,0,0,0,2,1
S00090101,131,5,0,118,0,0,1,0,7
S00090102,113,6,0,102,0,0,0,4,1
S00090103,148,13,1,128,1,1,1,1,2
S00090104,125,8,1,97,1,1,0,0,17
S00090105,93,7,0,80,0,1,0,0,5
S00090106,173,13,1,147,1,0,2,0,9
S00090107,156,14,0,136,0,0,2,2,2
S00090108,125,7,0,113,0,1,1,0,3
S00090109,115,6,0,102,0,0,0,0,7
S00090110,138,16,0,111,0,0,0,4,7
S00090111,76,4,0,68,1,0,0,0,3
S00090112,170,13,0,155,1,0,0,0,1
S00090113,107,4,0,97,1,0,0,4,1
S00090114,129,5,2,103,2,0,0,0,17
S00090115,105,6,0,90,1,1,0,0,7
S00090116,150,11,0,128,0,0,3,0,8
S00090117,140,8,1,125,0,0,2,0,4
S00090118,151,10,0,137,0,0,1,0,3
S00090119,216,9,0,192,2,0,4,1,8
S00090120,141,8,0,124,1,1,1,0,6
S00090121,241,22,2,191,0,0,3,1,22
S00090122,117,4,0,107,0,0,2,0,4
S00090123,99,5,0,90,1,0,0,2,1
S00090124,105,1,0,104,0,0,0,0,0
S00090125,75,3,0,67,0,0,1,3,1
S00090126,134,8,0,117,0,0,1,1,7
S00090127,136,17,0,109,0,0,1,0,9
S00090128,107,3,1,100,0,0,0,2,1
S00090129,135,3,1,127,1,0,0,0,3
S00090130,125,6,0,111,1,0,1,0,6
S00090131,140,7,0,123,0,0,0,4,6
S00090132,150,8,0,136,1,1,0,0,4
S00090133,184,12,3,151,2,0,2,1,13
S00090134,143,15,0,118,1,0,3,0,6
S00090135,143,4,0,121,0,0,2,10,6
S00090136,134,14,0,110,0,1,1,2,6
S00090137,119,17,0,100,0,0,0,0,2
S00090138,111,9,0,98,0,0,2,0,2
S00090139,124,5,0,113,0,0,0,1,5
S00090140,106,3,0,91,0,0,0,0,12
S00090141,94,1,0,92,0,0,0,0,1
S00090142,119,3,0,107,0,0,0,0,9
S00090143,84,0,1,79,0,1,0,2,1
S00090144,87,3,0,78,0,0,0,3,3
S00090145,110,5,2,96,0,0,0,4,3
S00090146,84,3,0,81,0,0,0,0,0
S00090147,85,2,0,79,0,0,1,3,0
